,Human,AO,ConfAO,HAI,ConfHAI,ConfHAIPerson
0,-0.10420111423107659,0.5020921932184708,-0.27151540753768866,0.5020921932184708,-0.10903485992606932,-0.13605649331933511
1,-0.10420111423107659,0.5020921932184708,-0.4119561319204901,0.5020921932184708,-0.3503313181917804,0.0
2,-0.10420111423107659,0.5020921932184708,-0.4467843699443166,0.5020921932184708,-0.03686458924677449,-0.3632465486480745
3,-0.10420111423107659,0.5020921932184708,0.0,0.5020921932184708,0.0,0.0
4,-0.10420111423107659,0.5020921932184708,0.0,0.5627806782207849,0.0,0.0
5,-0.10420111423107659,0.5020921932184708,0.0,0.5020921932184708,-0.4235436873047467,-0.34520014037682856
6,-0.10420111423107659,0.5020921932184708,0.0,0.5020921932184708,-0.27272946690438715,0.0
7,-0.10420111423107659,0.5020921932184708,0.0,0.49720533557241486,-0.40589367638005736,-0.25248140635212324
8,-0.10420111423107659,0.5020921932184708,0.0,0.5020921932184708,-0.3711100734881638,-0.3195573004551302
9,-0.10420111423107659,0.5020921932184708,0.0,0.5020921932184708,0.0,0.0
